timestamp,symbol,price,entropy,pressure,nrg,regime,symmetry,slope,ret_3s,ret_8s,ret_21s,ret_55s,ret_89s
1768938939151,KAS,0.04026600,3.0867,-34.2562,34.5479,Oscillatory,0.7750,-0.00000037,Some(0.0),Some(-0.006208712064758261),Some(-0.00869219689066846),Some(-0.0732628023642819),Some(-0.08568022649379843)
1768938939151,CYBER,0.00000000,0.0000,0.0000,0.0000,Oscillatory,1.0000,0.00000000,Some(0.0),Some(0.0),Some(0.0),Some(0.0),Some(0.0)
1768938939151,OMNI,0.00000000,0.0000,0.0000,0.0000,Oscillatory,1.0000,0.00000000,Some(0.0),Some(0.0),Some(0.0),Some(0.0),Some(0.0)
1768938939151,KAITO,0.43753500,3.2531,-28.9899,34.7563,Compression,0.5000,0.00000000,Some(0.0),Some(0.0),Some(-0.011427657215992891),Some(-0.20684059560950432),Some(-0.18512804689910003)
1768938939151,kFLOKI,0.04280550,3.0213,-2.6418,12.2679,Oscillatory,0.7692,0.00000006,Some(-0.012848816156798922),Some(-0.02452955811752374),Some(-0.01985726133322733),Some(-0.13316045835230184),Some(-0.1787153519991432)
1768938939151,SHIA,0.00000000,0.0000,0.0000,0.0000,Oscillatory,1.0000,0.00000000,Some(0.0),Some(0.0),Some(0.0),Some(0.0),Some(0.0)
1768938939151,FARTCOIN,0.30125000,2.8248,-60.4070,36.5404,Compression,0.5000,0.00000000,Some(-0.016597510373442155),Some(-0.03153526970954746),Some(-0.008298755186739504),Some(-0.03485477178423958),Some(-0.004979253112028961)
1768938939151,AI,0.00000000,0.0000,0.0000,0.0000,Oscillatory,1.0000,0.00000000,Some(0.0),Some(0.0),Some(0.0),Some(0.0),Some(0.0)
1768938939151,CAKE,1.91010000,3.5403,13.5301,29.7653,Compression,0.3125,-0.00002603,Some(0.010470655986596408),Some(0.013088319983251322),Some(0.005235327993309828),Some(-0.036647295953087425),Some(-0.04188262394638563)
1768938939151,MAVIA,0.05200500,3.4583,19.7664,32.9563,Compression,0.0000,-0.00000035,Some(0.0),Some(-0.009614460148072301),Some(-0.009614460148072301),Some(-0.0769156811845117),Some(-0.08653014133257066)
1768938939151,kDOGS,0.00000000,0.0000,0.0000,0.0000,Oscillatory,1.0000,0.00000000,Some(0.0),Some(0.0),Some(0.0),Some(0.0),Some(0.0)
1768938939151,LIT,1.65245000,2.8633,35.2602,32.3002,Compression,0.5000,0.00000000,Some(0.20272928076492266),Some(0.10892916578414014),Some(0.20272928076492266),Some(-0.1422130775515189),Some(-0.21785833156828027)
1768938939151,LTC,67.58050000,3.0004,-12.0707,24.2283,Compression,0.5161,-0.00010635,Some(0.0),Some(0.0),Some(0.0),Some(-0.02219575173311912),Some(-0.08286413980363772)
1768938939151,DOT,1.91270000,3.1187,21.4696,30.4921,Oscillatory,0.7692,-0.00001736,Some(0.007842317143310216),Some(0.010456422857739215),Some(0.018298740001049432),Some(-0.07319496000418611),Some(-0.09933601714853416)
1768938939151,USTC,0.00646850,3.2769,-25.6105,33.7803,Oscillatory,1.0000,0.00000000,Some(0.007729767333997567),Some(0.0),Some(0.015459534667995134),Some(-0.054108371338023195),Some(-0.054108371338023195)
1768938939151,PIXEL,0.00000000,0.0000,0.0000,0.0000,Oscillatory,1.0000,0.00000000,Some(0.0),Some(0.0),Some(0.0),Some(0.0),Some(0.0)
1768938939151,PEOPLE,0.00932200,3.2490,-20.7665,31.4411,Compression,0.0000,-0.00000005,Some(0.0),Some(0.0),Some(-0.010727311735689766),Some(-0.1126367732246309),Some(-0.21990989058141688)
1768938939151,2Z,0.11747500,3.2600,-20.3182,31.3346,Compression,0.5000,0.00000000,Some(0.0),Some(-0.021281123643326023),Some(0.00425622472866993),Some(-0.20855501170461396),Some(-0.3830602255799039)
